,Title,Company,Location,TypeContrat,Salary,Description,Date,Link
727,Développeur Frontend Angular expérimenté H/F,Betclic Group,Bordeaux (33),"Temps plein, CDI",notfound,"Vous avez forcément entendu parler de Betclic, la plateforme de jeux en ligne leader en Europe !La société a été créée en 2005 à Londres pour permettre à tous les amateurs de sports de prolonger leur passion à travers des paris sportifs, de jouer au poker, à des jeux de casino et des paris hippiques. Betclic, leader en France et au Portugal, est un des acteurs majeurs du jeu en ligne en Europe avec plus de 9 millions de joueurs.Betclic c’est avant tout une entreprise multiculturelle, ouverte et internationale qui compte plus de 30 nationalités parmi ses salariés. Leurs bureaux sont répartis entre le siège social à Bordeaux, à Malte, en Italie, Suède, Pologne et au Portugal.Betclic c’est également, des conditions de travail et des locaux hors du commun.Vous aimez les défis ? Souhaitez relever des challenges ? Participez à l’effort collectif, rejoignez Betclic !POSTEAu sein d’une équipe de 7 collaborateurs, vous développez les nouvelles fonctionnalités front-end pour nos sites de paris sportifs et hippiques, de poker ou de casino.MISSIONSDans ce contexte vos missions seront les suivantes :Participer à la conception et assurer la traduction technique des spécifications fonctionnellesDévelopper les nouvelles fonctionnalités côté front-endParticiper à l'amélioration de la qualité du code : tests unitaires, TDD, …Partager les bonnes pratiques, les difficultés rencontrées, l’avancement des projets avec l’équipe et son managerPour aborder des challenges techniques sous un autre angle, nous organisons des événements ponctuels comme le Lab Day ou l'Innovation Day. Vous aurez également accès à des mini-trainings et des codes dojos.ENVIRONNEMENT TECHNIQUEAngular, Typescript, .Net CoreIntégration de l’API (WebAPI)JIRATDD, BDDIntégration continue (CI), Déploiement continu (CD)PROFILVous avez une expérience significative d'au moins 5 ans dans le développement d’application web dont 2 ans en environnement AngularVous êtes adepte du Clean Code et êtes sensible à la performance, la fiabilité et la maintenabilité de votre codeRigoureux et adepte des bonnes pratiques de développement, vous êtes prêt à nous montrer ce qu’un code de qualité signifie en partageant avec nous un projet personnel en AngularVous parlez Anglais courammentTous nos postes sont ouverts aux personnes en situation de handicap.Avantages :Participation au transportTitre-restaurant / PanierType d'emploi : Temps plein, CDIExpérience:développeur frontend angular expérimenté (h/f) ou similaire: 2 ans (Requis)développeur d'application web: 5 ans (Requis)",il y a 18 jours ,/pagead/clk?mo=r&ad=-6NYlbfkN0CHnS9ngRx_GZiI6M1ggFaqG_tdXFD6bKtOeT_htrpcBFj9WskADFvoOXx3SvS7cl0IoCzL_nAhl2j2nAZQilA6J0S1iKT1rGtLP5kccd9Wuvq17wzJutAGORe_sg8W6ff8gEIZ5hnTApFGWLT74XEc4JT6tyXb6epHs4KoE4AlukhxEeuFw8VWNG34eGI6poXxXpnwgN6O_ZdSCX3OIIsnrrCTHVEL0_g21MxMH2SgzHlgE0eEW5FKwTS7vRjaWqYTPfMeVAJPcB05P-PqWFSEENqVuV3Iiges3-QtSHZP4UQ0jjTMd08fHrG-LtlGE_3YZzs47CEHiM6PABZSL5G9iSrt7Te5vFDK1bT2O3kLGtOyBQia81SyT6ha8oNv0Me_gD16QTabmnuV_ZvXGSXPuvqO6nBsKtBb4MnhJJsnDwjkkrm6_dG4LbuymXuym1rbfSMidR0gSXO4bCXp7E6dLTcH8C4hwivUQh-p63e0zH8kHQHkK9IlqStb83YACmDgkwz2XYNw1VXsc7EF1qy2c1fVzPfMaIU=&p=0&fvj=1&vjs=3
728,Développeur PHP / Java H/F,ASTEK,Bordeaux (33),notfound,notfound,"Dans le cadre du développement de nos activités sur la Région Nouvelle Aquitaine, plus précisément la Haute Vienne, notre pôle Industrie recherche pour l’un de ses clients sur la région, un Ingénieur Développeur PHP / JAVA (H/F).

Ce que nous pouvons accomplir ensemble

Dans le cadre de vos missions, vous serez intégré au sein d’une équipe pour travailler sur le développement web de produits dans le cadre de projet en construction et à venir.

Sous la responsabilité d’un Lead Développeur, vous aurez en charge :

La rédaction des spécification techniques.
Le développement et les tests d’intégration.
Le déploiement du produit.
La gestion des retours clients.
Le suivi de la documentation technique.


Vos qualités qui feront la différence

Vous êtes Diplômé(e) d’une école d’ingénieurs ou équivalent (Bac+5) ? Vous avez une bonne expérience dans les domaines du développement Web ?

Vous maîtrisez les langage Php 5+, Zend, Java, HTML5, CSS3, JS, JQuery, Symfony ?

Vous connaissez les bases de données MySQL, SQL, Server et les systèmes d’exploitation Windows, Linux ?

Vous souhaitez évoluer dans un environnement technologiquement dynamique et innovant ?

Vous êtes rigoureux(se), autonome, doté(e) d’un bon esprit d’équipe, votre ouverture d’esprit vous permet de vous adapter à des environnements culturels variés ?

Alors n’hésitez plus, et rejoignez-nous ! Venez enrichir vos compétences !

Le Groupe

Spécialisé en Ingénierie et Conseil en Technologies, Astek est un partenaire incontournable des acteurs industriels, télécoms et tertiaires. Fort de 4 300 collaborateurs, dont 95% d’Ingénieurs, à travers le monde, les savoir-faire de nos équipes, réunis autour de valeurs communes (Convivialité, Accomplissement, Reconnaissance, Évolution), permettent au Groupe d’accompagner ses clients dans la conception de leurs produits et services. Rejoignez un Groupe en fort développement grâce à une levée de fonds de 95ME réalisée en 2019, et ensemble réinventons les codes.

#LI-LB3",il y a 30+ jours ,/rc/clk?jk=b8f8deddb3b56b2a&fccid=03e850177b0beb3f&vjs=3
729,Business Developer UK,OnCrawl,Mérignac (33),"CDD, CDI",notfound,"About
OnCrawl is a technical SEO platform that helps you make smarter SEO decisions. OnCrawl combines your content, log files and search data at scale so that you can open Google’s blackbox and build an SEO strategy with confidence. Backed by an SEO crawler, a log analyzer and third-party integrations, OnCrawl currently works with over 1000 clients in 66 countries such as Forbes, Lastminute.com, Vistaprint, Canon or L’Oréal. OnCrawl produces actionable dashboards and reports to support your entire search engine optimization process and helps you improve your rankings, traffic and online revenues.
OnCrawl was named in 2019 Best SEO Tool at the US, European and MENA Search Awards, a ceremony celebrating the expertise, talent and achievements of the search industry for over half a decade and which is regarded as the premiere celebration of SEO, PPC and content marketing in the industry.
DISCOVER ONCRAWL
Job description
OnCrawl is looking for a Business Developer – United Kingdom to develop and market OnCrawl in the UK.
The person recruited will be responsible for the following tasks:
Prospect and identify sales opportunities through outbound calling, email interaction, and follow-up
Treatment and follow-up of incoming leads
Understanding prospects organization, objectives, budgets, timelines, key decision makers and obstacles
Demonstrating the solution value proposition
Drafting commercial proposals and monitoring them up to signature
Participation in the general development of the solution and the company
Attending meet-ups and tradeshows in order to promote OnCrawl services to prospective customers (about 30% travel time per year on Canadian and US territories)
Preferred experience
2+ years of experience in prospecting and sales administration
Mastering prospection by phone and email
Experience in cold contacting in B2B
Ability to build strong relationships with customers
Solid track record of achieving aggressive goals and targets
Knowledge of web new technologies is a plus
Mastery of a CRM and any other prospecting tool(s) is a plus
Meet the OnCrawl team",il y a 30+ jours ,/rc/clk?jk=d5ad8d59342fbc84&fccid=c2c09d1b94bcce02&vjs=3
730,DÉVELOPPEUR ANGULAR // BORDEAUX F/H,AUDENSIEL TECHNOLOGIES,Bordeaux (33),CDI,notfound,"Nous recherchons des Développeurs Angular pour intégrer des équipes de nos clients majeurs basés à Bordeaux.

Rattaché(e) au Chef de projet technique et intégré(e) au sein de l'équipe de notre client, votre rôle sera de participer à l’orientation des décisions techniques ainsi qu'au développement de l'application.

Vous participerez à :

La conception et à l’évolution des applications client.
L’intégration et au développement Front de l’application.
L'amélioration de la qualité du code par le biais de tests unitaires, TDD...
La cohérence, la sécurité, la performance et la pérennité des applications

Profil recherché De formation universitaire Bac +3, Bac +5, d'école d'ingénieur ou de formation équivalente que vous justifiez d'une première expérience réussie sur un poste similaire, vous êtes passionnés des technologies JavaScript et plus particulièrement d'Angular.

Vous êtes motivé, doté de bonnes capacités d'analyse, de rigueur et d'autonomie vous permettant d'appréhender le développement web d'une manière générale plus favorablement,

Vous avez des connaissances sur la pratique de la méthode Agile, un bon esprit d'équipe ainsi qu'une grande curiosité technique.
Entreprise Audensiel Technologies, société d’ingénierie avec le statut de Jeune Entreprise Innovante, est une structure à taille humaine en forte croissance. Nous sommes mobilisés autour de valeurs telles que l’innovation technologique, l’écoute et la réactivité.

Nous développons en interne, au sein du groupe Audensiel, plusieurs projets d’innovation qui nous permettent de valoriser les compétences de nos collaborateurs, de développer leurs savoir-faire et d’être à la pointe de l’innovation dans des domaines ciblés.

Pourquoi venir nous rencontrer ?


Vous serez confronté à un univers technique et des problématiques passionnantes.
Vous rejoindrez une communauté qui vous permettra d'organiser des meet-up et de participer à des conférences.
Vous prendrez part à des projets au sein d'une société qui favorise l'expression des talents de chacun.
Vous intégrerez une équipe impliquée, à l'écoute et capable de faire évoluer votre carrière.

Audensiel c’est avant tout une aventure humaine qui se différencie par l'embauche de collaborateurs performants et passionnés. Notre recrutement se base à la fois sur les compétences techniques mais aussi sur les compétences humaines et transversales de chacun. Cela nous permet de sélectionner les meilleurs talents et de créer un véritable sentiment d'appartenance au sein des équipes.

Intéressé(e) ? Envoyez-nous votre CV et tout ce qui vous semble pertinent pour mieux comprendre qui vous êtes.

N'hésitez pas à consulter notre site www.audensiel.com pour plus d'informations. D'ici là, bon courage dans votre recherche de poste, en espérant vous dire à bientôt !",il y a 6 jours ,/rc/clk?jk=f004d10ad5059dde&fccid=2a6efd53908aa3d8&vjs=3
731,Développeur Frontend Angular expérimenté (H/F),Betclic Group,33000 Bordeaux,notfound,notfound,"LE CONTEXTE

Notre excellence technique nous permet aujourd’hui d’être leader en France et au Portugal. Notre ambition est de continuer à améliorer nos services et d’attirer de plus en plus de joueurs dans un environnement très concurrentiel.

Dans ce contexte de développement, nous recherchons à compléter nos équipes Frontend.

Ce que l’on recherche ? Une bonne dose d’humour, du respect et de la bienveillance, un amour pour la technique, un peu de zèle et une réelle passion pour le développement !

Ce qu’on peut vous apporter ? L’opportunité de travailler dans une équipe fun en participant à la construction d’une application utilisée au quotidien par des millions de joueurs à travers le monde.

LES MISSIONS

En tant que Développeur Front-end Angular, vous serez en charge de construire la meilleure expérience possible pour nos joueurs par la qualité de vos réalisations, et pour les développeurs par l’amélioration de la base de code existante. Dans ce cadre vos missions seront les suivantes :

Participer à la conception et assurer la traduction technique des User Stories
Développer les nouvelles fonctionnalités côté front-end
Participer à l'amélioration de la qualité du code
Partager les bonnes pratiques, les difficultés rencontrées, l’avancement des projets avec l’équipe et son manager

Nous avons d’énormes ambitions, nous comptons sur vous pour nous aider à atteindre nos objectifs par votre motivation, votre force de proposition et votre volonté à sans cesse vous améliorer.

Nous considérons qu’un développeur sait autant communiquer, challenger, concevoir que coder.

VOTRE PROFIL


Ce job est fait pour vous si :

Vous avez une expérience significative d'au moins 5 ans dans le développement d’application web dont 2 ans en environnement Angular
Vous êtes adepte du Clean Code et êtes sensible à la performance, la fiabilité et la maintenabilité de votre code
Rigoureux et adepte des bonnes pratiques de développement, vous êtes prêt à nous montrer ce qu’un code de qualité signifie en partageant avec nous un projet personnel en Angular
Vous parlez Anglais couramment
Tous nos postes sont ouverts aux personnes en situation de handicap.",il y a 30+ jours ,/rc/clk?jk=fb019ca76304a744&fccid=aab778fcb52c2068&vjs=3
732,Développeur Web . net F/H,GROUPE PHI RH,Mérignac (33),CDI,notfound,"Au sein d’une équipe informatique expérimentée, dédiée aux activités de Dématérialisation et de Gestion Electronique de Document (GED) et pour des clients grands comptes (banques, assurances, mutuelles), vous participerez :

à l'analyse des besoins clients

au développement web .NET / ASP .Net MVC

à la maintenance des applications
Profil recherché De formation Bac+2 minimum en informatique, vous justifiez d'une expérience significative de minimum 3 ans en développement Web sur des projets complexes types workflow.

Vous maitrisez l'environnement technique : C# .NET, ASP .net FORM/MVC, API REST, webservices, Oracle, MySQL.

Au-delà de ce savoir-faire, vous êtes animé par un véritable sens du service et le goût du travail en équipe afin de fournir aux clients un produit adapté à leurs besoins, à la qualité irréprochable.

Votre autonomie et vos capacités d'adaptation seront également des atouts pour intégrer l'équipe.
Entreprise PHI NTIC, division dédiée aux métiers IT du cabinet PHI-RH, recherche pour un client final, société en plein essor spécialisée en solution documentaire, un Développeur Web .Net (H/F).",il y a 6 jours ,/rc/clk?jk=fb36da09d55e588b&fccid=8d76042e0ed89af0&vjs=3
733,Développeur Node.js H/F,AT Internet,Mérignac (33),notfound,notfound,"Editeur de logiciel Français et indépendant, nous sommes l’un des leaders mondiaux du Digital Analytics. Nous développons une solution d’analyse de l’audience web et mobile utilisée par les plus grandes marques médias, e-commerce, banques, pure players et institutionnels.

Notre mission : aider nos clients à prendre les meilleures décisions avec des données fiables, à travers une approche éthique et respectueuse de la vie privée des internautes.

Au cœur de l’activité, nos équipes de développement (+ de 90 personnes) relèvent chaque jour des défis technologiques majeurs. De la collecte à la restitution, ils travaillent sur des volumes considérables de data et mettent en pratique les principes de l’Agilité (Scrum/Kanban/amélioration continue) et DevOps (Docker/Kubernetes).


CONTEXTE :

Au sein de l’équipe DataV3 constituée de développeurs confirmés travaillant sur des technologies innovantes et un volume de données très important, vous participerez à l’optimisation et l’évolution de la nouvelle API full cloud.


VOS MISSIONS CONSISTERONT A:
S’intégrer dans une équipe agile en tant que Développeur ;
Participer au développement de l’architecture micro-services composant l’API utilisée pour les nouveaux produits AT Internet ;
Participer aux déploiements des solutions et à la mise en œuvre des indicateurs de performance ;
Être force de proposition sur le choix et la mise en œuvre de solutions techniques ;
Participer à l’écriture et l’optimisation des requêtes SQL dans un contexte BigData ;
Participer à l’intégration de nouvelles technologies ;
Participer à l’élaboration de tests unitaires et fonctionnels ;
Participer à la maintenance de cette API.


Vous serez amené à travailler dans une équipe Scrum avec l’animation d’un Scrum Master dans une dynamique d’amélioration continue.


ENVIRONNEMENT TECHNIQUE :
Environnement de développement : WebStorm ;
Programmation : Node.js, SQL, MongoDB ;
Qualité et intégration continue : Git, Jenkins ;
Cloud : Amazon Web Services ;
Déploiement : Docker.


CE POSTE EST FAIT POUR VOUS SI :
Vous avez une formation Bac+2 à Bac+5 en informatique.
Vous êtes habitué à travailler en intégration et déploiement continus (DevOps), et si vous n’avez pas cette chance, c’est en tout cas un sujet qui vous intéresse.
Une expérience des méthodes Agiles serait appréciée, sinon, vous l’apprendrez avec nous
Vous êtes capable de comprendre et vous exprimer dans un anglais technique.


LES AVANTAGES :

Mutuelle prise en charge à plus de 70% par AT Internet
Prévoyance
Télétravail
RTT
Parcours d’intégration
Excellente politique de formation
Communication directe avec les décideurs et membres du comité de direction
Prime de vacances
Indemnité vélo Tickets restaurants
Tickets cadeaux
Fruits frais à disposition
Événements team building: déjeuners d’équipe, AT Summit, Ship-It day…
Comité d’entreprise : cinéma, loisirs, voyages
Équipes de sport AT Internet
Pack mobilité : recherche personnalisée de logements et aides dans les démarches administratives


Contrat : CDI à pouvoir immédiatement



Voir les offres",il y a 17 jours ,/rc/clk?jk=36b3ea6bd98b70c0&fccid=3c5778a79693f3a4&vjs=3
734,Développeur Front-end Angular H/F,AT Internet,Mérignac (33),"Temps plein, CDI",notfound,"Editeur de logiciel Français et indépendant, nous sommes l’un des leaders mondiaux du Digital Analytics. Nous développons une solution d’analyse de l’audience web et mobile utilisée par les plus grandes marques médias, e-commerce, banques, pure players et institutionnels.Notre mission : aider nos clients à prendre les meilleures décisions avec des données fiables, à travers une approche éthique et respectueuse de la vie privée des internautes.Au cœur de l’activité, nos équipes de développement (+ de 90 personnes) relèvent chaque jour des défis technologiques majeurs. De la collecte à la restitution, ils travaillent sur des volumes considérables de data et mettent en pratique les principes de l’Agilité (Scrum/Kanban/amélioration continue) et DevOps (Docker/Kubernetes).Contexte : Au sein de l’équipe DataViz composée de développeurs confirmés travaillant en mode agile sur des technologies innovantes, vous participerez à la création et l’évolution de nos outils de visualisation de la donnée dans le cadre de notre solution globale de Digital Intelligence.Vos missions consisteront à : Développer et maintenir les interfaces à disposition des clients ;Proposer et implémenter de nouveaux modes de visualisation de la donnée pour tous types de représentations (matrice, treeview, treemap, sunburst, scatter, sankey…)Participer à l’optimisation des interfaces pour offrir une expérience utilisateur fluide ; Préparer, réaliser et maintenir des tests unitaires ; Participer aux objectifs DevOps de l’équipe (déploiement et intégration continue, monitoring, gestion de l’infrastructure cloud…) ; Participer à des projets R&D ; Participer aux événements Scrum et contribuer à l’amélioration continue au sein de l’équipe. Environnement technique : Environnement de développement : AngularJS et 5+, HTML5, CSS3, NodeJS (typescript)Intégration continue : Jenkins, SONARDéploiement continu : Docker, Kubernetes, HelmStockage : MongoDB, DynamoDB, RedisCloud AWS : S3, CloudFront, Lambda, SNS, SQS, ECR, CloudformationCe poste est fait pour vous si : Vous avez une formation Bac+2 à Bac+5 en informatique.Vous justifiez d’au moins 2 ans d’expérience dans le développement web.Vous êtes passionné par les technologies web telles qu’Angular.Vous connaissez les langages : JavaScript, TypeScript, HTML 5, CSS3 ;Vous êtes habitué à travailler en intégration et déploiement continus (DevOps) – et si vous n’avez pas cette chance, c’est en tout cas un sujet qui vous intéresse.Une expérience des méthodes Agiles serait appréciée, sinon, vous l’apprendrez avec nous Vous avez envie de travailler dans une équipe sympa tout en collaborant avec des développeurs d’autres métiers.Vous êtes capable de comprendre et vous exprimer sur un anglais technique.Contrat : CDI à pouvoir immédiatementLocalisation : BordeauxLes avantages :Mutuelle prise en charge à plus de 70% par AT InternetPrévoyanceRTTTélétravailParcours d’intégrationExcellente politique de formationCommunication directe avec les décideurs et membres du comité de directionPrime de vacancesIndemnité transports en commun et véloTickets restaurantsFruits frais à dispositionÉvénements team building : déjeuners d’équipe, AT Summit, Ship-It day…Comité d’entreprise : cinéma, loisirs, voyagesÉquipes de sport AT InternetPack mobilité : recherche personnalisée de logements et aides dans les démarches administrativesStatut : CadreType d'emploi : Temps plein, CDI",il y a 12 jours ,/company/AT-Internet/jobs/D%C3%A9veloppeur-Front-End-Angular-f4d7ffb42979fa62?fccid=3c5778a79693f3a4&vjs=3
735,Développeur NodeJS (H/F),NP6,Bordeaux (33),CDI,notfound,"Vous avez du talent ? Vous êtes passionné(e) des nouvelles technologies ? Vous êtes un(e) digital(e) addict et avez l’esprit créatif ? Dans ce cas, chez NP6 vous vous sentirez chez vous.

Nous croyons dans l’innovation constante et plaçons la satisfaction client au centre de notre organisation. Et la satisfaction client nécessite la satisfaction de nos équipes. C’est pourquoi vous trouverez dans nos locaux bordelais :

Une localisation idéale sur les quais de la Garonne ;

Un cadre chaleureux dans un ancien chai réaménagé en loft de 1 300 m² ;

Une cuisine équipée de machines à café, réfrigérateur et micro-ondes ;

Une terrasse pour prendre l’air entre deux réunions ;

Des soirées « NP6 Party » pour se défier au poker, au babyfoot ou au ping-pong entre équipes.

Dans le cadre de son évolution, NP6 recherche un(e) Développeur(se) NodeJS.

De profil technique, vous serez chargé(e) de développer les intégrations nécessaires à la mise en place des projets remportés par NP6. Vous serez sous la responsabilité d’un Chef de Projet.

Vos principales missions seront :
Analyser les cahiers des charges de spécifications fonctionnelles et techniques,

Participer à la réflexion sur l’architecture,

Réaliser les développements demandés,

Réaliser les phases de tests, potentiellement en prise directe avec nos clients,

Corriger les dysfonctionnements lorsque nécessaire.

Votre profil :
Vous justifiez d’au moins une première expérience réussie comme développeur dans le domaine du Web, et vous avez idéalement 5 années d’expérience,

Vous avez d’excellentes connaissances techniques,

Vous maîtrisez quelques-uns des langages et technologies suivants : / HTML, JS et CSS / SQL server et NoSQL (Mongo / Elastic search),

Vous êtes orienté(e) client et vous possédez d’excellentes capacités de communication orales et écrites,

Vous aimez travailler en équipe, mais vous devrez faire preuve d’autonomie dans la mise en œuvre de vos projets.

Un bon niveau au baby-foot, au ping-pong ou tout autre sera également apprécié. Ce poste vous ouvre de belles perspectives d’évolutions au sein de la société NP6 si vous le désirez.

Ce que nous vous proposons :
Un poste basé à Bordeaux (33) au 104 Bis Quai des Chartrons ;

Des tickets restaurant et une mutuelle d’entreprise ;

Un parcours d’intégration complet avec la rencontre des différents responsables de service de l’entreprise ;

Un accès à notre salle de sport avec 2 cours /semaine donnés par un coach privé.",il y a 30+ jours ,/rc/clk?jk=c07aa3f5a50eb4c2&fccid=0f549ea7ef36dbd7&vjs=3
736,Développeur PHP/ DRUPAL (H/F),ACTIVUS Group,Bordeaux (33),"Temps plein, CDI",32 510 € - 46 861 € par an,"Pour renforcer notre pôle Applications Digitales, nous recrutons un développeur Drupal confirmé (H/F).Vos principales missions, si vous les acceptez :Formation des équipes techniques en place sur les technologies Drupal, dans le cadre d'un projet de mise en conformité d'applications Web et de nouvelles normes.Rédaction des spécifications techniques et fonctionnellesDéveloppement de l’application web en utilisant les solutions retenuesMaintenance évolutive/corrective: Apporter les évolutions souhaitées par le client et les améliorations techniques des développements déjà effectuésVous intervenez dans une environnement jeune et dynamique immergé dans toutes les dernières technologies (Agilité, Intégration continue) tout en approfondissant vos connaissances dans les environnements de production de nos clients.Notre Agilité associée à la diversité de nos clients grands-comptes dans les secteurs santé, transport, grande distribution, Télécoms, banque et assurance, offrent aujourd’hui à nos équipes de nombreuses perspectives d’évolution.PROFILIngénieur grandes écoles ou autodidacte geek, vous justifiez de 3 années d’expérience dans un poste similaire et maîtrisez l'outil CMS Drupal.Vous avez déjà participé à des projets Agile délivrés en mode intégration continue.Passionné par l’informatique et les nouvelles technologies, vous souhaitez retrouver une ambiance dynamique et exigeante qui saura accompagner votre évolution. Vous êtes curieux, motivé et avez le sens du travail en équipe.Notre dynamisme et les projets innovants sur lesquels nous évoluons offrent à ceux qui nous rejoignent des opportunités motivantes.Nous saurons vous accompagner dans votre évolution.Alors ! Serez-vous des nôtres ?ACTIVUSACTIVUS Group c’est un projet humain qui allie conseil et R&D pour proposer à nos consultants une façon plus ludique de travailler tout en fournissant un niveau de service important à nos clients.Nos domaines d’expertise :Intelligence Artificielle et Big DataConseil & Audit - Infrastructure et cloudApplications digitales - SSI/Cyber sécuritéDigitalisation de la productionNous puisons notre force dans une équipe composée d’hommes et de femmes passionnés et ambitieux, toujours prêts à relever de nouveaux challenges.Cet état d’esprit nous permet d’entretenir avec nos clients une relation durable basée sur l’échange, la confiance et la réactivité.En 2020 notre groupe double ses effectifs en recrutant 120 nouveaux consultants sur tous types de métiers.En complément de nos implantations de proximité à Toulouse, Paris, Lille et Bordeaux, nous poursuivons notre maillage local en ouvrant 3 agences à Lyon, Aix et Nantes.Type d'emploi : Temps plein, CDISalaire : 32 510,00€ à 46 861,00€ /an",il y a 3 jours ,/company/ACTIVUS-Group/jobs/D%C3%A9veloppeur-PHP-1fb2d06081ddeb96?fccid=e7a47c5f5575c789&vjs=3
737,Développeur(euse) Back-end Ruby,Snapp',33000 Bordeaux,notfound,notfound,"Développeur
Développeuse
Back-end Ruby


Ruby Motivation Agilité Qualité


Notre entreprise :
Fidme édite sa propre application mobile depuis 9 ans et est utilisée par plus d’un million d’utilisateurs uniques par mois. L’application fidme permet à ses utilisateurs de sauvegarder l’ensemble de leurs cartes de fidélité, d’agréger leurs tickets de caisse et de bénéficier d’offres attractives.
Entièrement développée en Rails/React Native dans une philosophie orientée service et déployée depuis octobre 2019, la refonte de notre application présente de nombreux challenges techniques (volumétrie, UX, UI, Datas, OCR, etc).
De nombreux projets, utilisant les capacités de cette toute nouvelle application, sont prêts à être lancés en 2020.
Le poste :
Nous recherchons un développeur ou une développeuse expérimenté.e pour rejoindre notre équipe de production prônant la Qualité et l'Agilité, afin de développer les nouvelles fonctionnalités et répondre de la qualité de notre Back-end.
Nous recherchons une personne capable d'évoluer dans la stack et les principes suivants :

Ruby ou, à défaut, une belle expérience sur un langage interprété (python/php/etc.)
POO
A l’aise avec le pattern MVC, idéalement architectures hexagonales et DDD
Protocole HTTP
Méthodes agiles (scrum)
Philosophie orientée vers la qualité (TDD, CI)
En fonction de ses affinités, la personne pourra évoluer sur des projets internes (mobile, AI, back-office) avec des technologies variées (Node JS, Ember JS, React JS, React Native).

Les connaissances suivantes seraient un plus :

SQL à haute volumétrie (index, jointures complexes, imports bulk, etc)
Asynchrone (gestion de queue, Sidekiq, ActiveJob, Rabbit MQ ou autre)
Front-end (React Native, React JS, Ember JS, ou un autre framework front)
Open source (gestion de librairies, familier avec l'écosystème Rubygems)
IA (en particulier systèmes experts)
Gitlab CI
Kubernetes, Rancher

Process de recrutement :

Entretien téléphonique
Test technique
Entretien dans les locaux de Fidme
Proposition d'embauche

Informations complémentaires :
Type de contrat : CDI
Temps de travail : 35h
Télétravail : Possible ponctuellement
Salaire : Selon profil et expérience
Lieu de travail : Hypercentre de Bordeaux

Nous contacter :

CV à jobs@fidme.com
N’hésitez pas à ajouter vos motivations, votre Github, votre site perso ou votre Linkedin.",il y a 30+ jours ,/rc/clk?jk=709e88e1f5dc3dc3&fccid=590892e153c88c41&vjs=3
