,Title,Company,Location,TypeContrat,Salary,Description,Date,Link
636,Data engineer H/F,Mutex,Châtillon (92),CDI,notfound,"Au service de près de 200 000 entreprises et 24 branches professionnelles, Mutex et ses mutuelles partenaires protègent plus de 7 millions de personnes en santé, 2 millions en prévoyance et 900 000 en dépendance.

Nos 570 collaborateurs agissent chaque jour pour déployer une offre complète et innovante auprès des particuliers, professionnels indépendants, entreprises et collectivités territoriales. Nous proposons à chacun, des garanties de prévoyance, épargne, autonomie, retraite et santé.

Notre ambition ? Satisfaire nos clients comme nos partenaires, innover et garantir la meilleure qualité de service, tout en restant fidèles aux valeurs mutualistes qui ont fondé Mutex. Ainsi, nous veillons chaque jour à ce que nos actes témoignent de notre slogan « l'humain fait la force ». Placer l'humain au cœur de notre quotidien c'est ouvrir nos portes à de nombreux collaborateurs.


Rattaché(e) au Responsable applicatif de l'entité Gestion des données et Fonctions Support, vous aurez en charge des missions couvrant dans un premier temps un périmètre d'intervention vaste, telles que :

Etudier la faisabilité des demandes, concevoir et proposer des choix de solution en collaboration avec votre responsable et vos interlocuteurs métier ;
Participer à la conception d'un système d'information décisionnel ;
Participer aux phases de rédaction de cahiers des charges / Spécifications Fonctionnelles Générales :
Elaborer les Spécifications techniques détaillées ;
Développer les fonctionnalités souhaitées par les métiers dans la solution logicielle ;
Participer aux phases de recette fonctionnelle ;
Tester l'application ou les fonctionnalités développées en validant la conformité du produit ;
Mettre en œuvre l'application ou le module informatique livré en vérifiant la conformité du produit livré en base de production.

Vous rendrez compte à votre hiérarchie des conditions de fonctionnement des applications dont vous avez la charge. Vous informez les utilisateurs et les assistez lors de la mise en place ou sur des problèmes ponctuels, dans le cadre de la maintenance applicative.

Au fur et à mesure de la mise en place des architectures Data, vous prenez un rôle de Data engineer pour le compte de la DSI avec pour principales missions :

L'intégration et la préparation de données ;
La construction de chaînes d'alimentation et de transformation de données, que ce soit avec des outils classiques (ETLs), selfservice ou via du code spécifique.
De formation initiale BAC+3 à 5, vous justifiez d'une expérience d'au moins 5 ans en maîtrise d'oeuvre informatique, dans le domaine de l'Assurance, sur des activités de pilotage, décisionnel, dataviz et dans la manipulation de données ;
Connaissance Power BI et ETL Talend, ODI 11g, souhaitée ;
Connaissance des outils Tableau, SAP BO, Python, visual studio appréciée ;
Connaissance du domaine de la Prévoyance appréciée ;
Bonne connaissance Base de données Oracle / SQL/ Shell Unix / Linux ;
Ouvert, curieux et bon relationnel ;
Votre dynamisme et vos idées seront un atout pour faire respecter les engagements pris par votre équipe ;
Vous devrez avoir une bonne capacité d'écoute dans les échanges avec les métiers.",il y a 4 jours ,/pagead/clk?mo=r&ad=-6NYlbfkN0DnAaS02QNKxuJuhxAI9wyE_dfseSl6s8un8Tdauf7DlUkBL6GPr4fD3ezXI1VsZUH7Qnq_6OtKvpkrf4Nt58a1L3WfOkY9uEaxE4oduwQ1OrwnBf4v3nF9QAlTEiB2QZxFnhA2RK92e2hgm5PRxv_E7A6Li6R6F8XkjFmJrqMY3k2BUJGHn701Tj-Eo4j96er7n6q7TsRbT_aAfJH_y1OuXhCqXKfb4bi0C_AEpz6ZH55a6YFlm7PrJ8WNwl7BDcfCC4K-IS91gjLfLsZwhxhiDXU1IQ1zAj_xNwQ7xm_GZceDXHZ4D900MNH1UK8JwXhnuxD8gUxeoQ8hVqxfXQONLxyxAtTQlVze-iS8OIgHiXKKKZx_dcWNxwk5SkkyRcDMtiSxpQRjy-5gA4MycmCrQYA2jTHMj-jpG1s46LcTGDM4d_vsV7jsPXXClS1-f1itzL72PsclAark6X9cZPIGnW8WyyYMnq8WE9PO8Hh3_U0H0mgo0D5DKIRZEnt5fSodOXCIe1rXRQ==&p=15&fvj=0&vjs=3
637,Data Engineer H/F,Groupe Pierre & Vacances - Center Parcs,Paris (75),"Temps plein, CDI",notfound,"Afin de répondre aux besoins croissants des métiers qui doivent s’appuyer sur un maximum de données récoltées pour conceptualiser leurs besoins et trouver les informations les plus pertinentes qui leur seront utiles, nous recherchons un data engineer capable de concevoir et gérer des systèmes de Big Data.

En tant qu'expert du traitement de la donnée, vous aurez pour mission
la modélisation et la réalisation d'infrastructures permettant la gestion de la Data de l’entreprise en adéquation avec les enjeux business
de proposer et conseiller les équipes internes sur les outils et technologies inhérentes aux infrastructures Big Data dont vous superviserez l’implémentation.
 Vous serez en charge de
de l’architecture des données collectées en continue sur nos serveurs au travers de nos différentes applications.
la réalisation des fonctions de collecte, de stockage et de traitement des données
l’automatisation des tâches de traitement
la mise en place des outils permettant d'assurer leur supervision dans une vision industrielle en collaboration avec les eService manager du département
la documentation technique de vos travaux destinée à la maintenance et à l’exploitation des solutions mises en œuvre
la mise en place des processus de déploiement et la coordination des déploiements sur les différents environnements (Recette/Pré-production/Production)
veiller au bon fonctionnement des applications après mise en production : gestion des sondes/alertes, mise en place du process support, définition et brief du eService manager chargé de la maintenance courante.
Participer aux activités de veille technologique dans le domaine Big Data (recherches, expérimentations)

Localisation du poste
Localisation du poste

EUROPE, FRANCE, 75 - Paris , Paris
Critères candidat
Niveau d'études requis

Mastère ou équivalent
Niveau d'expérience requis

3 à 5 ans
Outils Informatiques

Travail en équipe, Méthodologie Agile (SCRUM)
Capacité à appréhender des algorithmes et mécanismes complexes de traitement de données (Machine et Deep Learning, systèmes de recommandations produits…)
Implémenter des workflows d'acquisition et d'analyse de la donnée pour faire émerger des possibilités métiers encore inexploitées
Assurer l’adéquation entre les solutions développées et la stratégie de l’entreprise
Assurer la mise en œuvre, le suivi, l’exploitation et la mise à jour des différents outils
Assurer de la scalabilité de l’infrastructure
Améliorer l’acquisition, l’extraction et le nettoyage des données
Appréhender les différents environnements (local, développement, recette…)
Excellent background technique : Python, Java, ElasticSearch, BigQuery

Compétences

Passionné(e) d'algorithme, vous disposez d’une ou plusieurs expériences sur la mise en place d’architectures Big Data et Cloud sur des thèmes de traitements analytiques de données à grande ampleur, de préférence avec des aspects de temps réel et traitements de données en flux
Vous êtes :
Pragmatique et focus sur le résultat/enjeux
Réactif, avec le sens du service, vous justifiez de bonnes capacités d'écoute, d'un bon relationnel et d’une bonne gestion du stress
Curieux, autonome et proactif
Aisance orale et rédactionnelle
Méthodique et rigoureux dans l’exécution

Langues

Anglais (Correct - Parlé / Ecrit)",Center Parcs ,/pagead/clk?mo=r&ad=-6NYlbfkN0CH__j46amyaum5HFPbwBoWLXlONaW9u4nUXMkRT7G29wMcTGJzTHO4SQFjMNLkOILpNXrOrxjwCwBKEiOAXB9IFtAmVfI-hWbLY0yjIQ6oy0nW01eYWJarhHapP-wCEwT8eeRGcZ3h18k9n-TzCZgnoETGij2E_2npFUrEPZCSW1d8DFjIZ8iM1PvbTS05G2VA16K7w7hH70ZRAeVUFZoAi0LxE5hFYNA-EnIAeDzC4HkExx1FH3qgoH3QI92c0p5X5-cTYQttx3ZlChDRekxsu3hhUfNJuF5XpmjIHB1wivh8pYOsQ8NpEUxmSyZl0M0YjK2ojiIODK2l9RpXLs7XhiopaPZl1BaA6j0aOv0-6yGrR8tXDOWOurjhg5fBFckNclwfqhuw4hKYkovkT2tHG6kMHB1n8RZOUFKxRNj1wFM4hqMFIbwTkPfuHCoX5sIqrhdPXocASqhM0_toYXl5UhYhVzAt5H31524Ok2IH7grQnIcSB82AFufE2_RyOnXmgYlshHqc8w==&p=16&fvj=0&vjs=3
638,Officier commissionné - Data Engineer H/F,Marine Nationale,33000 Bordeaux,notfound,2 210 € - 2 500 € par mois,"Environnement du poste
Le Centre d’Expertise des Programmes Navals assure le suivi des programmes navals avec des experts métiers de toutes les spécialités. Sa division ingénierie logicielle réalise des applications opérationnelles intégrant des algorithmes d’intelligence artificielle et des études de recherche et développement dans le domaine du Big Data. Le Centre de Service de la Donnée (CSD) au sein du CEPN sera créé en 2020 pour recueillir les données technico-opérationnelles de la Marine, les enrichir et constituer des jeux de données pour les besoins étatiques et industriels.
Le Data Engineer participera à la création de ce Centre de Service de la Donnée, en proposant une organisation humaine et matérielle permettant de répondre au besoin. Il contribuera à établir la cartographie des données, il assurera la supervision et l’intégration des données en provenance de sources diverses. Il sera responsable de la qualification des données en les nettoyant et en les validant afin d’en faciliter l’exploitation par les équipes de data analysts et data scientists. Missions

Activités principales :
Participer à la définition de la politique de la donnée et à la structuration de son cycle de vie en veillant à respecter les règlementations en vigueur ;
S’assurer de la maitrise de la donnée et être le garant de la qualité de son utilisation (référencement, normalisation, et qualification) afin d’en faciliter l’exploitation par les équipes (Data Analystes et Data Scientists).

Activités annexes :
Capter les données (structurées et non structurées) produites dans les différents datalake et serveur des plateformes de la Marine ;
Gérer les données en les structurant (sémantique, etc) et en cartographiant les éléments à disposition ;
Assurer la supervision et l’intégration des données en provenance de sources diverses et vérifier la qualité des données qui entrent dans le datalake (recette de la donnée, supprimer les doublons, …) ;
Intervenir sur les systèmes applicatifs autour de la gestion de la donnée et du traitement, et sur les plateformes Big Data, IoT, voire créer le référentiel de données. Lieu du poste
Poste basé à Toulon (83). Formation Initiale d'Officiers de 3 semaines à l'Ecole navale – Lanvéoc (29). Rémunération
La fourchette de rémunération de base varie de 2210€ à 2500€ nets (Grade LV) ;
Une prime de qualification comprise entre 430€ et 500€ bruts sera versée au titulaire de l’un des diplômes de l’enseignement militaire du 1er degré ou équivalent ;
Des primes et indemnités supplémentaires pourront être attribuées en fonction des diplômes détenus, de la situation familiale et des missions exercées par le futur officier ;
Le statut d’officier ouvre droit à l’occupation d’un logement relevant du ministère de la défense en métropole conformément à l’instruction N°1134/DEF/SGA/DMPA/SDL/BL du 22 novembre 2012 mai 2019 ;
Avantages SNCF : tarif à -75% pour déplacements personnels + carte famille ;
45 jours de permissions annuel ;
Accès aux avantages et offres du ministère pour les loisirs et les vacances proposés par l'IGESA. Durée du contrat
4 ans Statut
Poste sous-statut militaire Conditions pour postuler
Expérience professionnelle dans le domaine du Big Data (4 ans) ;
Diplôme d’ingénieur d’une école spécialisée dans le big data ou équivalent ;
Maitrise des différentes technologies spécifiques au big data ;
Capacité d’analyse, de synthèse et de rédaction, réactivité, rigueur, sens de l’organisation, autonomie, disponibilité et bon relationnel ;
Expérience souhaitée dans la création et l’exploitation d’un data lake.
Être de nationalité française
Être physiquement et médicalement apte
Savoir nager
Bac +3 et plus
Avoir accompli sa Journée Défense et Citoyenneté (ex JAPD) Le parcours de recrutement
Candidature sur etremarin.fr
Entretien de motivation
Tests d'aptitudes
Entretien avec l'unité
Affectation en unité",il y a 6 jours ,/pagead/clk?mo=r&ad=-6NYlbfkN0B7QfZaTj_N6KUh74lRb2g7TR7LkoxHbYo-qUDcMwZZpCncQ_QIgnXUY_7aeMxUhHuIA9MMZBAly5PN5-3QrD-g3Ju4wlraXsn0WaHJQ0Dz3r_GP-oNpj644NEJRnxZ1dqgi_N95kIpiLUNqgHxDvbQa_JHENHovwzhzgXQdoc8e34QhQltJhHKugHLy7QTdesmwBlwCYXpGGs_J4nqPMgTyMk-baGCgyP6mfRueNGuDMd0UxVPUu3DADx4QSONQOR9Wy7P4nlZyNimAd-Ws-N79lNTsg39W7fXIxeUVGbpTPNLKlW6RUycwmN8otHpxbKgrJ-nnPgkzus0_EU8Y8U1B5AghpPZRfm3DrpQG-KPP9G3bNCuI-BnWNnbgoRtGEnOnG39xVxE9YlhUVGnUmbSJixlBl0MwEDki9HZIUagBGZ-Ljuj7O_7_kSXYiukqQbK6mp8pBu-j-UDbCVhZlop6U5vHbOuG7ehH_xPnr1ughrruSyehhgZ7qsxD7bH0z2wbnDaOTPaGncAz8bL7fAxY-K7FYnKh1Xd2sGMZdJsUVaqrU2H9NY2YzIDr3QlIiMxmthxzFsblMXaw0o68Fg093rjtITReomF63BicQo9nCDQU1LYXtkRA8I_f8Co31mBDcS7hzafmB78CEjyuKO6T_VMWcYw19FdQG90Tawb-Zqs-ck7Uri55iGDN0Bqkc0SMofV2sxlayyFW-wVAKTosRtCWoewnTa1UPp4dZ6L9sOA5QBCgCCg7U0txL0YoiHazrxMMV7V91gsFizuRxtWhcHUIwtJsNNzBhucyIdXDcYn3qvBM0ho5PsW8OTstT-f-b9MKJmh0EdFcMKcL955wTTEaGE4xCZHb99oq5mnqLJhpnBCw5z-_quxMmVVgZhGyFz07kU9HvvdKrUmxMWvVnAs30tcVz2By6RphZQCBsc9P5is11pXg0GJdXgW-ZyU9b2RRfvUlw==&p=0&fvj=0&vjs=3
639,Data Engineer (H/F),INSIDE GROUP,Bordeaux (33),CDI,notfound,"Ce que nous attendons de vous :

Connaissances en programmation orienté objet
Être à l’aise avec la structuration d’un Data Lake
Une bonne maîtrise de la stack ELK dans u contexte de forte volumétrie

Ce que vous trouverez chez Inside :

Une équipe avec laquelle collaborer en toute transparence
Un environnement de travail technophile et stimulant (meet-up, afterwork technique, communautés techniques etc.)
Des méthodes de management qui encouragent l’autonomie

Déroulement des entretiens :

Rencontre avec Clémentine (Ingénieure d’Affaires) et Roxane (RH)
Echange technique
Rencontre avec Grégory (Directeur d’Agence)
La proposition finale !",il y a 30+ jours ,/rc/clk?jk=5aeee11beb54e4e8&fccid=6101993621fde42d&vjs=3
640,Data engineer H/F,Nexton Consulting FR,Bordeaux (33),CDI,notfound,"DESCRIPTION DE L'OFFRE
NEXTON, leader du conseil digital opérationnel recrute un DATA ENGINEER H/F, en CDI, à Bordeaux !
Qui sommes-nous ?
NEXTON accompagne les pure players digitaux et grands comptes dans leur transformation digitale. Nous intervenons pour nos clients sur les phases de conception, de développement sur les dernières technologies, ou encore le pilotage de projets en mode agile.
NEXTON vous propose :
une diversité de projets et d’environnements de travail (Orange, Groupe Bollore, BNP, Total…)
un programme de suivi de carrière sur-mesure associé à une politique de formation dynamique
des moments de rencontres lors d’événements extra-professionnels tout au long de l’année
Alors pourquoi ne pas commencer votre carrière chez NEXTON par ce poste ?
Vos missions :
Implémenter des algorithmes d’analyse de données pour l'industrialisation ou l'exploration R&D.
Collecter, consolider et modéliser de gros volumes de données (Big Data, Data Warehouses, Data Lakes).
Développer et automatiser les flux de données et leurs visualisations en dashboards, reporting.
S'assurer de la scalabilité, la sécurité, la stabilité et la disponibilité des données de la plateforme.
Analyser des données web pour répondre aux questions métiers et participer à la construction de l’architecture Big Data
PROFIL REQUIS
Issu d’une formation supérieure, vous avez une première expérience en tant que data engineer.
Vous avez:
une excellente maîtrise d’un langage de programmation (Python, Go…)
une communication des résultats claire et synthétique
des bonnes expériences en Data Mining, Data Warehouse, Big Data, Algorithm, NoSQL, Apache Spark, Parallel Programming
une capacité d’analyse des données et de leurs visualisations
vous êtes flexible, créatif dans la résolution des problèmes, bien organisé, autonome, rigoureux et doté d'un bon esprit d’équipe
Alors ce poste est fait pour vous !",il y a 20 jours ,/rc/clk?jk=7906f36135c6a941&fccid=fd1831126d38aa58&vjs=3
641,Team Manager Data & AI (H/F),AZEO,Bordeaux (33),"Temps plein, CDI",notfound,"Bordeaux étant une agence en pleine croissance, vous pilotez et êtes en charge du développement de la practice Data & AI.Accompagné dans votre mission, vous aurez deux rôles à jouer : monter et suivre une équipe de 5 personnes autour des solutions Data & AI, tout en mettant à profit votre expertise lors de missions auprès de nos clients.Une communauté comptant une trentaine d’azeotees expertes dans les solutions Data & AI (MVP, Project Manager, Data Engineer, Data Analyst…), est là pour vous soutenir au sein des autres agences du groupe.Principales missions : Définir, en backup de notre Practice Manager, la stratégie et piloter les offres Data & AI (avant-vente, veille, développement des partenariats…)Piloter, animer et développer votre équipe (participation au recrutement, staffing, suivi de carrière, formation, assurer une dynamique d’équipe et un esprit communautaire, …)Intervenir chez nos clients pour les accompagner dans leur transformation aussi bien pendant les phases de conseil et celles de mise en œuvreODS, Datawarehouse, Datamart, vous savez modéliser et êtes en mesure d’intervenir sur chacun de ces principes.CompétencesVous maîtrisez :Power BI, et autres outils d’analyse de données (SSRS, Tableau, etc.)Microsoft SQL Server et/ou Azure SQL Database / Azure SQL Data Warehouse. Ou encore Postgre, MariaDB, etcAAS (Azure Analysis Services)ETL : SSIS, Talend,…Les briques Data dans Azure : Azure Data Factory, Azure Databricks, HD Insight, Azure Data LakeManipulation de données (crunching, cleasing), langage de programmation (SQL, Dax, M, Python, R…), Machine Learning / Deep learningOutre vos connaissances du cloud Azure, un intérêt pour AWS, GCP, OVH ou un autre opérateur cloud sera apprécié.ProfilPassionné par l’innovation et les technologies liées aux domaines de la Data & AI, vous êtes en capacité de communiquer avec des interlocuteurs multiples dans des contextes technologiques complexes et clients variés.Vous possédez au minimum 5 ans d’expérience sur les technologies Data & AI de Microsoft. De plus, vos compétences ainsi que votre intérêt ne s’arrête pas seulement à l’environnement de Microsoft.Vous bénéficiez également, d’une première expérience dans le management d’équipe.Enfin, vous faites preuve :D’un fort esprit de conquêteDe synthèseD’autonomie et sens de l’initiativeD’un excellent relationnelD’excellentes qualités rédactionnelles et de communicationD’une capacité d’écoute et de travail en équipeType d'emploi : Temps plein, CDIAvantages :Horaires FlexiblesParticipation au TransportRTTTitre-restaurantExpérience:team manager data & ai (h/f) – bdx ou similaire: 5 ans (Requis)Télétravail:Oui",il y a 6 jours ,/company/AZEO/jobs/Team-Manager-Data-Ai-4ddfd97b5c902c26?fccid=568281a20c75f9b3&vjs=3
642,Data Engineer F/H,Kent FR,Bordeaux (33),CDI,35 000 € - 40 000 € par an,"KENT, marque de GroupAgora dédiée aux recrutements de profils IT, recherche 1 Data Engineer F/H.
Rôles & Missions
Pourquoi ne pas vous laissez tenter par une offre très intéressante ? C’est ce que nous vous proposons aujourd’hui !

En effet, notre client spécialisé dans le négoce, recherche actuellement un data engineer dans un cadre d’expansion de son équipe composée de 5 techniciens supports, de 2 webmaster et d’un autre data engineer.

Fort de ses 30 ans d’ancienneté et possédant plus de 1 200 collaborateurs, vous deviendrez un réel membre de cette société dynamique où « travail » rime avec « convivialité ».


Environnement :

SQL Server
T-SQL
SSIS, SSRS, SSAS, Power BI
Outil GIT
XML
JSON
Missions :
Rédiger les specs fonctionnelles et/ou techniques
Développer le flux alimentation ETL
Conceptualiser et modéliser les cubes
Manager les livraisons dans différents environnements
Participer à l’optimisation des processus de développement
Effectuer des rapports et tableaux de bord

Profil Attendu
Nous recherchons donc un data engineer de formation bac+3/5 et justifiant de 3 à 5 ans d’expérience dans un poste similaire.

Vous êtes curieux, autonome et rigoureux.

Des connaissances sur le langage C# est un plus et/ou vous maîtrisez un autre langage de programmation.
Si vous êtes intéressé(e) par cette offre, n’hésitez pas à nous envoyer au plus vite votre cv !
Date de début souhaitée
ASAP",il y a 30+ jours ,/rc/clk?jk=9270ffc18c479790&fccid=09ecd99529732200&vjs=3
643,Data engineer F/H,STRATEOS,Bordeaux (33),CDI,notfound,"Je recherche pour un de mes clients basé sur Bordeaux un(e) Data Engineer ayant une première expérience sur Scala.

Au sein d'une équipe en plein développement vous aurez missions:


Mettre en places des architectures BigData efficientes pour rendre exploitable la donnée et répondre aux besoins des différents projets
Industrialisation, automatisation des flux d'alimentation de données
S'assurer du niveau de performance du traitement des données en fonction des exigences métier (batch ou temps réel) et leur intégrité.
Documentation des chaines de traitement
Veille techno et proposition de solutions novatrices

Profil recherché De formation supérieure, vous avez les compétences suivantes:


première expérience sur un projet Data avec une stack de traitement moderne: Spark, Kafka, Azure Datalake
travail en environnement Agile,
Cloud Azure

Entreprise Strateos est une société innovante spécialisée en recrutement qui accompagne plus de 500 entreprises dans leurs recrutements dans différents domaines.",il y a 25 jours ,/rc/clk?jk=c5b990745e4edb52&fccid=01e256b1d587db82&vjs=3
644,Data Engineer,Le Groupe La Poste,Gradignan (33),notfound,notfound,"MISSION
La DSI de La Banque Postale et du Réseau La Poste c'est 1600 collaborateurs qui imaginent et mettent en place la transformation numérique du Groupe. Ses missions à fort enjeu garantissent, à travers l'innovation, un haut niveau de services à destination de ses 11 millions de clients.


Pour notre direction du régalien, nous recherchons un Data Engineer qui sera intégrer au service plateforme Big Data.
Tu collaboreras sur des enjeux majeurs de notre plateforme Big Data:

la mise en œuvre de procédures de surveillance et d'exploitation d'une plateforme Hadoop

l'évolution de notre moteur d'ingestion

Il faudra garantir un niveau de service optimal de la plateforme, en mettant en œuvre les outils adéquats de surveillance et de monitoring, en décrivant les processus liés à cet outillage.

Cela te permettra de comprendre comment fonctionne au quotidien l'exploitation d'une plateforme Big Data.

Ton objectif sera aussi d'intégrer la squad de développement du moteur d'ingestion en tant que Data Engineer.

Environnement technique:
Java/scala-Python-SQL-NoSQL-Hadoop, Spark Kafka...
PROFIL
Tu as une formation type Master, ingénieur en informatique et Tu souhaites un environnement complexe et stimulant?

A la DSI BR tu as le droit d'être innovant(e) ! Alors, rejoins-nous et accélère ton avenir !",il y a 30+ jours ,/rc/clk?jk=0991016df0dfd01f&fccid=603bc4f64b36c014&vjs=3
645,Data Engineer H/F (Bordeaux),Keyrus,Bordeaux (33),CDI,notfound,"Qui sommes-nous ?
Une success story dans la Data et le Digital !
Notre mission ? Des projets à forte valeur ajoutée pour accroître la performance et la compétitivité des entreprises, faciliter et accélérer leur transformation.
Notre expertise depuis plus de 20 ans ? Le conseil et l'intégration de solutions innovantes autour de trois domaines :
Data Intelligence : Business Intelligence et Big Data & Analytics
Digital Experience : Conseil, Stratégie & Performance Digitales
Conseil en Management & Transformation : Pilotage de la Performance & Accompagnement des Projets

Nous sommes plus de 3200 talents sur plus de 18 pays et 4 continents. Notre ADN ? Innover et entreprendre.
Vous êtes ambitieux et souhaitez intégrer un groupe agile et international où vos qualités professionnelles et personnelles seront reconnues et cultivées ?
 Pour cela,
Nous vous proposons de nous rejoindre et d’intégrer notre agence de Bordeaux !
Nos maîtres mots sont AGILITE, EXPERTISE, DIVERSITE.
Notre ADN ? Innover et entreprendre.
Bordeaux recherche un Data Engineer
Votre mission :
Il s’agit d’un projet orienté sur le calcul de la performace et ROI des produits clients en vue d'une restitution aux fronts clients, commerciaux et différents acteurs internes.
Le projet dispose :
d’une partie back office de consommation, contrôles, intégration, consolidation de flux de données
d’une partie front de restitution de données au travers d’une api graphQL sur laquelle se greffe un portail vendeurs, une api PDF et un moteur de production industrielle de documents MSOffice.

La mission consiste en :
développement des US de la backlog
migration des flux sur cloud Google (GCP)
support technique sur la qualité des développements
amélioration de la supervision des flux
développement du contrôle qualité des données
développement d’alertes sur la qualité des flux de données
Votre profil:
Vous avez pu mettre à profit durant 3 ans minimum des compétences dans :
Développement : Scala/Spark – ElasticSearch – GraphQL
CI/CD : Git – Jenkins - Azkaban - Docker
Agile : Scrum – Kanban
Cloud : GCP (pub/sub, BigQuery, DataFlow, DataProc, BigTable) – Azure (APP services)
Pourquoi nous rejoindre ?
Parce que notre équipe saura vous accueillir et votre manager vous accompagner dans votre épanouissement professionnel.
#KeyrusRocks #YouRock
Keyrus est une entreprise où il fait bon vivre et travailler !
Découvrez :
> La vie chez Keyrus en 60 sec
> Keyrus en 3 mots
> Nos animations pour nos collaborateurs sur Facebook et sur Instagram.",il y a 30+ jours ,/rc/clk?jk=465ccce5fc3fe76c&fccid=19a55a04a564eae0&vjs=3
646,Data Engineer,OnCrawl,Mérignac (33),"CDD, CDI",notfound,"About
OnCrawl is a technical SEO platform that helps you make smarter SEO decisions. OnCrawl combines your content, log files and search data at scale so that you can open Google’s blackbox and build an SEO strategy with confidence. Backed by an SEO crawler, a log analyzer and third-party integrations, OnCrawl currently works with over 1000 clients in 66 countries such as Forbes, Lastminute.com, Vistaprint, Canon or L’Oréal. OnCrawl produces actionable dashboards and reports to support your entire search engine optimization process and helps you improve your rankings, traffic and online revenues.
OnCrawl was named in 2019 Best SEO Tool at the US, European and MENA Search Awards, a ceremony celebrating the expertise, talent and achievements of the search industry for over half a decade and which is regarded as the premiere celebration of SEO, PPC and content marketing in the industry.
DISCOVER ONCRAWL
Job description
OnCrawl relies on data to prove SEO is no dark magic. SEO is pure data science and our customers rely on it to make predictable decisions in terms of SEO campaigns.
As Data Engineer, you will join our gang of data nerds to help us provide our customers with insightful, SEO-minded, analysis jobs. Our jobs are designed to scale at the billion web pages scale and massive amounts of data are processed daily to compute very high level metrics such as near duplicate pages, similarity heat maps, flow diagrams of InRank juice, and many more. We run our data platform using Spark, but other solutions can be used depending on the purpose.
Your missions:
Write state-of-the art data processing jobs crunching millions of web pages and millions of web-server log events per hour
Work on structured and unstructured data
Get familiar with Spark, Elasticsearch and the data warehouse system to achieve stability and scalability
Create new ways to explore and visualize reports in real time
Preferred experience
Java
Spark or Hadoop MR or Apache Hive
Experience writing scalable jobs running 24/7, or willing to learn
Elasticsearch, MongoDB
Python
Git, Continuous integration
Meet the OnCrawl team",il y a 30+ jours ,/rc/clk?jk=73568f755a5b318b&fccid=c2c09d1b94bcce02&vjs=3
647,Développeur / Data Engineer H/F,AT Internet,Mérignac (33),CDI,notfound,"Éditeur français et indépendant, nous sommes l’un des leaders mondiaux du Digital Analytics. Nous développons une solution d’analyse de l’audience web et mobile utilisée par les plus grandes marques médias, e-commerce, banques, pure players et institutionnels.Notre mission : aider nos clients à prendre les meilleures décisions avec des données fiables, à travers une approche éthique et respectueuse de la vie privée des internautes.Au cœur de l’activité, nos équipes de développement (+ de 90 personnes) relèvent chaque jour des défis technologiques majeurs. De la collecte à la restitution, ils travaillent sur des volumes considérables de data et mettent en pratique les principes de l’Agilité (Scrum/Kanban/amélioration continue) et DevOps (Docker/Kubernetes).Poste et missions : Au sein de l’équipe DataV3 – Analytics Processing constituée de développeurs confirmés travaillant sur des technologies innovantes et un volume de données très important, vous participerez à l’optimisation et l’évolution du traitement des données en temps réel dans une architecture full cloud.Dans ce contexte, votre mission consistera à : S’intégrer dans une équipe agile en tant que Développeur ;Être force de proposition sur le choix et la mise en œuvre de solutions techniques ;Participer au développement des différentes applications permettant d’assurer le traitement des données nécessaires aux nouveaux produits AT Internet ;Participer aux déploiements des solutions et à la mise en œuvre des indicateurs de performance ;Participer à l’élaboration de tests unitaires et fonctionnels ;Participer à la maintenance de ces applications ;Participer à l’intégration de nouvelles technologies.Vous serez amené(e) à travailler dans une équipe Scrum avec l’animation d’un Scrum Master dans une dynamique d’amélioration continue.Environnement technique : – Programmation : Scala, Python, SQL ;– Framework : Apache Spark, Apache Kafka ;– Cloud : Amazon Web Services ;– Déploiement : Docker, Rancher, Kubernetes ;– Environnement de développement : IntelliJ ;– Qualité et intégration continue : Git, Jenkins.Profil : – Formation Bac+2 à Bac+5 en génie logiciel ;– Maitrise des concepts de programmation orientée objet ;– Anglais technique ;– Connaissance de Java et/ou Scala ;– Une connaissance des services AWS serait un plus.Les avantages : Mutuelle prise en charge à plus de 70% par AT InternetPrévoyanceRTTTélétravailParcours d’intégrationExcellente politique de formationCommunication directe avec les décideurs et membres du comité de directionPrime de vacancesIndemnité véloTickets restaurantsTickets cadeauxFruits frais à dispositionÉvènements team building : déjeuners d’équipe, AT Summit, Ship-It day…Comité d’entreprise : cinéma, loisirs, voyagesÉquipes de sport AT InternetPack mobilité : recherche personnalisée de logements et aides dans les démarches administrativesType d'emploi : CDI",il y a 30+ jours ,/company/AT-Internet/jobs/D%C3%A9veloppeur-db8956c20d4d3a44?fccid=3c5778a79693f3a4&vjs=3
